ImmGenATAC1219.peak_19	human531027
ImmGenATAC1219.peak_364695	human381295
ImmGenATAC1219.peak_364697	human381291
ImmGenATAC1219.peak_364703	human381288
ImmGenATAC1219.peak_364704	human381286
ImmGenATAC1219.peak_364706	human381284
ImmGenATAC1219.peak_364710	human381276
ImmGenATAC1219.peak_364711	human381275
ImmGenATAC1219.peak_364712	human381274
ImmGenATAC1219.peak_364713	human381273
ImmGenATAC1219.peak_364727	human381237
ImmGenATAC1219.peak_364728	human381236
ImmGenATAC1219.peak_364738	human381219
ImmGenATAC1219.peak_364739	human381218
ImmGenATAC1219.peak_364740	human381217
ImmGenATAC1219.peak_364741	human381216
ImmGenATAC1219.peak_364743	human381203
ImmGenATAC1219.peak_364754	human381195
ImmGenATAC1219.peak_364757	human381194
ImmGenATAC1219.peak_364759	human381192
ImmGenATAC1219.peak_364763	human381176
ImmGenATAC1219.peak_364774	human381157
ImmGenATAC1219.peak_364777	human381153
ImmGenATAC1219.peak_364791	human381121
ImmGenATAC1219.peak_364798	human381118
ImmGenATAC1219.peak_364801	human381111
ImmGenATAC1219.peak_364804	human381105
ImmGenATAC1219.peak_364809	human381101
ImmGenATAC1219.peak_364811	human381100
ImmGenATAC1219.peak_364819	human381092
ImmGenATAC1219.peak_364821	human381091
ImmGenATAC1219.peak_364824	human381090
ImmGenATAC1219.peak_364879	human381062
ImmGenATAC1219.peak_364888	human381051
ImmGenATAC1219.peak_364890	human381049
ImmGenATAC1219.peak_364895	human381042
ImmGenATAC1219.peak_364896	human381040
ImmGenATAC1219.peak_364897	human381038
ImmGenATAC1219.peak_364899	human381037
ImmGenATAC1219.peak_364907	human381019
ImmGenATAC1219.peak_364908	human381017
ImmGenATAC1219.peak_364922	human381001
ImmGenATAC1219.peak_364924	human380998
ImmGenATAC1219.peak_364936	human380978
ImmGenATAC1219.peak_364941	human380961
ImmGenATAC1219.peak_364946	human380931
ImmGenATAC1219.peak_364952	human380899
ImmGenATAC1219.peak_364964	human380873
ImmGenATAC1219.peak_364969	human380866
ImmGenATAC1219.peak_364971	human380865
ImmGenATAC1219.peak_365017	human380821
ImmGenATAC1219.peak_365018	human380820
ImmGenATAC1219.peak_365021	human380819
ImmGenATAC1219.peak_365036	human380811
ImmGenATAC1219.peak_365040	human380810
ImmGenATAC1219.peak_365043	human380808
ImmGenATAC1219.peak_365045	human380807
ImmGenATAC1219.peak_365046	human380806
ImmGenATAC1219.peak_365063	human380799
ImmGenATAC1219.peak_365067	human380792
ImmGenATAC1219.peak_365068	human380786
ImmGenATAC1219.peak_365069	human380785
ImmGenATAC1219.peak_365083	human380767
ImmGenATAC1219.peak_365085	human380766
ImmGenATAC1219.peak_365086	human380765
ImmGenATAC1219.peak_365094	human380745
ImmGenATAC1219.peak_365096	human380744
ImmGenATAC1219.peak_365097	human380743
ImmGenATAC1219.peak_365102	human380742
ImmGenATAC1219.peak_365104	human380741
ImmGenATAC1219.peak_365111	human380740
ImmGenATAC1219.peak_365113	human275482
ImmGenATAC1219.peak_365115	human382141
ImmGenATAC1219.peak_365122	human382145
ImmGenATAC1219.peak_365127	human382150
ImmGenATAC1219.peak_365132	human382158
ImmGenATAC1219.peak_365140	human382163
ImmGenATAC1219.peak_365143	human382171
ImmGenATAC1219.peak_365146	human382188
ImmGenATAC1219.peak_365151	human382192
ImmGenATAC1219.peak_365152	human382193
ImmGenATAC1219.peak_365153	human382194
ImmGenATAC1219.peak_365164	human382204
ImmGenATAC1219.peak_365168	human382208
ImmGenATAC1219.peak_365174	human382215
ImmGenATAC1219.peak_365192	human382263
ImmGenATAC1219.peak_365196	human382274
ImmGenATAC1219.peak_365197	human382275
ImmGenATAC1219.peak_365198	human382276
ImmGenATAC1219.peak_365199	human382284
ImmGenATAC1219.peak_365201	human382286
ImmGenATAC1219.peak_365213	human382352
ImmGenATAC1219.peak_365214	human382355
ImmGenATAC1219.peak_365221	human382366
ImmGenATAC1219.peak_365222	human382367
ImmGenATAC1219.peak_365234	human382386
ImmGenATAC1219.peak_365242	human382396
ImmGenATAC1219.peak_365244	human382399
ImmGenATAC1219.peak_365248	human382401
ImmGenATAC1219.peak_365255	human382410
ImmGenATAC1219.peak_365271	human382426
ImmGenATAC1219.peak_365272	human382428
ImmGenATAC1219.peak_365273	human382429
ImmGenATAC1219.peak_365283	human382435
ImmGenATAC1219.peak_365293	human382443
ImmGenATAC1219.peak_365294	human382444
ImmGenATAC1219.peak_365304	human382449
ImmGenATAC1219.peak_365307	human382452
ImmGenATAC1219.peak_365310	human217761
ImmGenATAC1219.peak_365311	human382458
ImmGenATAC1219.peak_365312	human382459
ImmGenATAC1219.peak_365315	human382460
ImmGenATAC1219.peak_365329	human382463
ImmGenATAC1219.peak_365357	human382488
ImmGenATAC1219.peak_365359	human382491
ImmGenATAC1219.peak_365363	human382493
ImmGenATAC1219.peak_365365	human382497
ImmGenATAC1219.peak_365367	human382499
ImmGenATAC1219.peak_365377	human382504
ImmGenATAC1219.peak_365387	human382525
ImmGenATAC1219.peak_365404	human382543
ImmGenATAC1219.peak_365407	human382545
ImmGenATAC1219.peak_365435	human382565
ImmGenATAC1219.peak_365437	human382567
ImmGenATAC1219.peak_365443	human382569
ImmGenATAC1219.peak_365444	human382573
ImmGenATAC1219.peak_365445	human382574
ImmGenATAC1219.peak_365452	human382600
ImmGenATAC1219.peak_365455	human382608
ImmGenATAC1219.peak_365458	human382611
ImmGenATAC1219.peak_365461	human382613
ImmGenATAC1219.peak_365465	human382616
ImmGenATAC1219.peak_365466	human382617
ImmGenATAC1219.peak_365467	human382619
ImmGenATAC1219.peak_365481	human382627
ImmGenATAC1219.peak_365491	human382632
ImmGenATAC1219.peak_365496	human382637
ImmGenATAC1219.peak_365501	human382643
ImmGenATAC1219.peak_365523	human382719
ImmGenATAC1219.peak_365524	human382729
ImmGenATAC1219.peak_365525	human382736
ImmGenATAC1219.peak_365528	human382748
ImmGenATAC1219.peak_365545	human382755
ImmGenATAC1219.peak_365578	human382795
ImmGenATAC1219.peak_365581	human382797
ImmGenATAC1219.peak_365583	human382798
ImmGenATAC1219.peak_365591	human382812
ImmGenATAC1219.peak_365597	human382827
ImmGenATAC1219.peak_365598	human382828
ImmGenATAC1219.peak_365599	human382829
ImmGenATAC1219.peak_365601	human382830
ImmGenATAC1219.peak_365602	human382831
ImmGenATAC1219.peak_365604	human382832
ImmGenATAC1219.peak_365606	human382835
ImmGenATAC1219.peak_365607	human382836
ImmGenATAC1219.peak_365609	human382840
ImmGenATAC1219.peak_365625	human382859
ImmGenATAC1219.peak_365627	human382860
ImmGenATAC1219.peak_365629	human382861
ImmGenATAC1219.peak_365636	human382869
ImmGenATAC1219.peak_365637	human382870
ImmGenATAC1219.peak_365638	human382871
ImmGenATAC1219.peak_365654	human382930
ImmGenATAC1219.peak_365655	human382938
ImmGenATAC1219.peak_365667	human383000
ImmGenATAC1219.peak_365681	human383015
ImmGenATAC1219.peak_365684	human383020
ImmGenATAC1219.peak_365691	human383025
ImmGenATAC1219.peak_365698	human383026
ImmGenATAC1219.peak_365701	human383028
ImmGenATAC1219.peak_365712	human383040
ImmGenATAC1219.peak_365718	human383049
ImmGenATAC1219.peak_365724	human383054
ImmGenATAC1219.peak_365733	human383060
ImmGenATAC1219.peak_365734	human383062
ImmGenATAC1219.peak_365736	human383066
ImmGenATAC1219.peak_365747	human383073
ImmGenATAC1219.peak_365754	human383076
ImmGenATAC1219.peak_365760	human383079
ImmGenATAC1219.peak_365761	human383080
ImmGenATAC1219.peak_365763	human383081
ImmGenATAC1219.peak_365765	human383082
ImmGenATAC1219.peak_365766	human383083
ImmGenATAC1219.peak_365767	human383084
ImmGenATAC1219.peak_365768	human383085
ImmGenATAC1219.peak_365769	human383086
ImmGenATAC1219.peak_365770	human383095
ImmGenATAC1219.peak_365771	human383097
ImmGenATAC1219.peak_365779	human383103
ImmGenATAC1219.peak_365781	human383104
ImmGenATAC1219.peak_365786	human383109
ImmGenATAC1219.peak_365796	human383114
ImmGenATAC1219.peak_365798	human383115
ImmGenATAC1219.peak_365799	human383117
ImmGenATAC1219.peak_365802	human383119
ImmGenATAC1219.peak_365808	human383126
ImmGenATAC1219.peak_365811	human383130
ImmGenATAC1219.peak_365813	human383132
ImmGenATAC1219.peak_365816	human383134
ImmGenATAC1219.peak_365818	human383138
ImmGenATAC1219.peak_365831	human383154
ImmGenATAC1219.peak_365832	human383155
ImmGenATAC1219.peak_365836	human383156
ImmGenATAC1219.peak_365838	human383162
ImmGenATAC1219.peak_365849	human383173
ImmGenATAC1219.peak_365853	human383181
ImmGenATAC1219.peak_365855	human383184
ImmGenATAC1219.peak_365867	human383198
ImmGenATAC1219.peak_365873	human383200
ImmGenATAC1219.peak_365874	human383201
ImmGenATAC1219.peak_365880	human383203
ImmGenATAC1219.peak_365882	human383204
ImmGenATAC1219.peak_365899	human383220
ImmGenATAC1219.peak_365912	human383233
ImmGenATAC1219.peak_365917	human383236
ImmGenATAC1219.peak_365920	human383240
ImmGenATAC1219.peak_365921	human383241
ImmGenATAC1219.peak_365923	human383242
ImmGenATAC1219.peak_365924	human383243
ImmGenATAC1219.peak_365929	human383246
ImmGenATAC1219.peak_365932	human383248
ImmGenATAC1219.peak_365939	human383258
ImmGenATAC1219.peak_365942	human383271
ImmGenATAC1219.peak_365954	human383277
ImmGenATAC1219.peak_365956	human383278
ImmGenATAC1219.peak_365960	human383280
ImmGenATAC1219.peak_365962	human383281
ImmGenATAC1219.peak_365964	human383284
ImmGenATAC1219.peak_365970	human383295
ImmGenATAC1219.peak_365973	human383301
ImmGenATAC1219.peak_365975	human383304
ImmGenATAC1219.peak_365978	human383305
ImmGenATAC1219.peak_365985	human383309
ImmGenATAC1219.peak_365991	human383320
ImmGenATAC1219.peak_365995	human383322
ImmGenATAC1219.peak_365996	human383323
ImmGenATAC1219.peak_366005	human383348
ImmGenATAC1219.peak_366018	human383369
ImmGenATAC1219.peak_366023	human383378
ImmGenATAC1219.peak_366026	human383386
ImmGenATAC1219.peak_366027	human383391
ImmGenATAC1219.peak_366030	human383397
ImmGenATAC1219.peak_366033	human383399
ImmGenATAC1219.peak_366034	human383404
ImmGenATAC1219.peak_366041	human383412
ImmGenATAC1219.peak_366042	human383428
ImmGenATAC1219.peak_366043	human383437
ImmGenATAC1219.peak_366044	human383438
ImmGenATAC1219.peak_366046	human383439
ImmGenATAC1219.peak_366049	human383444
ImmGenATAC1219.peak_366055	human383451
ImmGenATAC1219.peak_366063	human383457
ImmGenATAC1219.peak_366068	human383462
ImmGenATAC1219.peak_366075	human383470
ImmGenATAC1219.peak_366077	human383472
ImmGenATAC1219.peak_366079	human383478
ImmGenATAC1219.peak_366080	human383479
ImmGenATAC1219.peak_366083	human383482
ImmGenATAC1219.peak_366087	human383487
ImmGenATAC1219.peak_366090	human383490
ImmGenATAC1219.peak_366092	human383492
ImmGenATAC1219.peak_366093	human383493
ImmGenATAC1219.peak_366097	human383497
ImmGenATAC1219.peak_366098	human383501
ImmGenATAC1219.peak_366100	human383503
ImmGenATAC1219.peak_366101	human383505
ImmGenATAC1219.peak_366103	human383506
ImmGenATAC1219.peak_366105	human383507
ImmGenATAC1219.peak_366106	human383508
ImmGenATAC1219.peak_366109	human383514
ImmGenATAC1219.peak_366112	human383515
ImmGenATAC1219.peak_366127	human383522
ImmGenATAC1219.peak_366128	human383528
ImmGenATAC1219.peak_366133	human383533
ImmGenATAC1219.peak_366140	human383556
ImmGenATAC1219.peak_366141	human383559
ImmGenATAC1219.peak_366142	human383560
ImmGenATAC1219.peak_366143	human383561
ImmGenATAC1219.peak_366148	human383571
ImmGenATAC1219.peak_366191	human383599
ImmGenATAC1219.peak_366198	human383604
ImmGenATAC1219.peak_366222	human383618
ImmGenATAC1219.peak_366224	human383624
ImmGenATAC1219.peak_366225	human383625
ImmGenATAC1219.peak_366226	human383626
ImmGenATAC1219.peak_366231	human383627
ImmGenATAC1219.peak_366251	human383641
ImmGenATAC1219.peak_366253	human383659
ImmGenATAC1219.peak_366259	human383675
ImmGenATAC1219.peak_366261	human383687
ImmGenATAC1219.peak_366263	human383689
ImmGenATAC1219.peak_366271	human383702
ImmGenATAC1219.peak_366272	human383703
ImmGenATAC1219.peak_366273	human383706
ImmGenATAC1219.peak_366275	human383711
ImmGenATAC1219.peak_366276	human383713
ImmGenATAC1219.peak_366291	human383738
ImmGenATAC1219.peak_366293	human383741
ImmGenATAC1219.peak_366296	human383747
ImmGenATAC1219.peak_366298	human383748
ImmGenATAC1219.peak_366300	human383765
ImmGenATAC1219.peak_366302	human383767
ImmGenATAC1219.peak_366303	human383768
ImmGenATAC1219.peak_366307	human383776
ImmGenATAC1219.peak_366340	human383809
ImmGenATAC1219.peak_366341	human383810
ImmGenATAC1219.peak_366343	human383811
ImmGenATAC1219.peak_366345	human383812
ImmGenATAC1219.peak_366392	human383849
ImmGenATAC1219.peak_366397	human383857
ImmGenATAC1219.peak_366398	human383858
ImmGenATAC1219.peak_366441	human383874
ImmGenATAC1219.peak_366446	human383878
ImmGenATAC1219.peak_366485	human383921
ImmGenATAC1219.peak_366486	human383925
ImmGenATAC1219.peak_366487	human383926
ImmGenATAC1219.peak_366489	human383927
ImmGenATAC1219.peak_366491	human383928
ImmGenATAC1219.peak_366492	human383929
ImmGenATAC1219.peak_366499	human383941
ImmGenATAC1219.peak_366500	human383950
ImmGenATAC1219.peak_366501	human383956
ImmGenATAC1219.peak_366509	human383965
ImmGenATAC1219.peak_366520	human383983
ImmGenATAC1219.peak_366523	human383990
ImmGenATAC1219.peak_366524	human383991
ImmGenATAC1219.peak_366530	human384006
ImmGenATAC1219.peak_366531	human384014
ImmGenATAC1219.peak_366554	human384042
ImmGenATAC1219.peak_366560	human384054
ImmGenATAC1219.peak_366572	human384070
ImmGenATAC1219.peak_366580	human384072
ImmGenATAC1219.peak_366582	human384073
ImmGenATAC1219.peak_366596	human384081
ImmGenATAC1219.peak_366607	human384114
ImmGenATAC1219.peak_366610	human384116
ImmGenATAC1219.peak_366613	human384119
ImmGenATAC1219.peak_366614	human384120
ImmGenATAC1219.peak_366616	human384121
ImmGenATAC1219.peak_366629	human384125
ImmGenATAC1219.peak_366632	human384128
ImmGenATAC1219.peak_366635	human384130
ImmGenATAC1219.peak_366645	human384139
ImmGenATAC1219.peak_366646	human384141
ImmGenATAC1219.peak_366650	human384156
ImmGenATAC1219.peak_366652	human384157
ImmGenATAC1219.peak_366670	human384244
ImmGenATAC1219.peak_366685	human384287
ImmGenATAC1219.peak_366695	human384303
ImmGenATAC1219.peak_366704	human384308
ImmGenATAC1219.peak_366713	human384321
ImmGenATAC1219.peak_366716	human384324
ImmGenATAC1219.peak_366718	human384325
ImmGenATAC1219.peak_366722	human384326
ImmGenATAC1219.peak_366730	human384328
ImmGenATAC1219.peak_366736	human384333
ImmGenATAC1219.peak_366753	human384346
ImmGenATAC1219.peak_366809	human384357
ImmGenATAC1219.peak_366815	human384359
ImmGenATAC1219.peak_366822	human384362
ImmGenATAC1219.peak_366823	human384364
ImmGenATAC1219.peak_366824	human384365
ImmGenATAC1219.peak_366825	human384366
ImmGenATAC1219.peak_366826	human384367
ImmGenATAC1219.peak_366828	human384368
ImmGenATAC1219.peak_366829	human384369
ImmGenATAC1219.peak_366831	human384370
ImmGenATAC1219.peak_366833	human384371
ImmGenATAC1219.peak_366842	human384377
ImmGenATAC1219.peak_366846	human384380
ImmGenATAC1219.peak_366848	human384389
ImmGenATAC1219.peak_366849	human384390
ImmGenATAC1219.peak_366851	human384394
ImmGenATAC1219.peak_366856	human384402
ImmGenATAC1219.peak_366867	human384429
ImmGenATAC1219.peak_366868	human384430
ImmGenATAC1219.peak_366873	human384444
ImmGenATAC1219.peak_366874	human384446
ImmGenATAC1219.peak_366877	human384450
ImmGenATAC1219.peak_366909	human384481
ImmGenATAC1219.peak_366910	human384480
ImmGenATAC1219.peak_366915	human384484
ImmGenATAC1219.peak_366919	human384488
ImmGenATAC1219.peak_366921	human384490
ImmGenATAC1219.peak_366932	human384504
ImmGenATAC1219.peak_366933	human384505
ImmGenATAC1219.peak_366945	human384517
ImmGenATAC1219.peak_366947	human384520
ImmGenATAC1219.peak_366948	human384523
ImmGenATAC1219.peak_366949	human384524
ImmGenATAC1219.peak_366952	human384526
ImmGenATAC1219.peak_366959	human384543
ImmGenATAC1219.peak_366964	human384545
ImmGenATAC1219.peak_366966	human384547
ImmGenATAC1219.peak_366979	human384558
ImmGenATAC1219.peak_366981	human384560
ImmGenATAC1219.peak_366995	human384570
ImmGenATAC1219.peak_367002	human384571
ImmGenATAC1219.peak_367003	human384573
ImmGenATAC1219.peak_367004	human384574
ImmGenATAC1219.peak_367005	human384575
ImmGenATAC1219.peak_367006	human384576
ImmGenATAC1219.peak_367009	human384577
ImmGenATAC1219.peak_367011	human384580
ImmGenATAC1219.peak_367015	human384585
ImmGenATAC1219.peak_367018	human384589
ImmGenATAC1219.peak_367020	human384590
ImmGenATAC1219.peak_367025	human384592
ImmGenATAC1219.peak_367026	human384593
ImmGenATAC1219.peak_367027	human384594
ImmGenATAC1219.peak_367031	human384600
ImmGenATAC1219.peak_367038	human384611
ImmGenATAC1219.peak_367040	human384612
ImmGenATAC1219.peak_367041	human384614
ImmGenATAC1219.peak_367048	human384636
ImmGenATAC1219.peak_367049	human384637
ImmGenATAC1219.peak_367053	human384641
ImmGenATAC1219.peak_367061	human384646
ImmGenATAC1219.peak_367064	human384653
ImmGenATAC1219.peak_367071	human384662
ImmGenATAC1219.peak_367075	human384665
ImmGenATAC1219.peak_367081	human384668
ImmGenATAC1219.peak_367109	human384692
ImmGenATAC1219.peak_367113	human384694
ImmGenATAC1219.peak_367130	human384700
ImmGenATAC1219.peak_367139	human384711
ImmGenATAC1219.peak_367155	human384724
ImmGenATAC1219.peak_367161	human384727
ImmGenATAC1219.peak_367166	human384730
ImmGenATAC1219.peak_367169	human384731
ImmGenATAC1219.peak_367172	human384732
ImmGenATAC1219.peak_367173	human384733
ImmGenATAC1219.peak_367175	human384734
ImmGenATAC1219.peak_367182	human384743
ImmGenATAC1219.peak_367183	human384744
ImmGenATAC1219.peak_367184	human384745
ImmGenATAC1219.peak_367189	human384750
ImmGenATAC1219.peak_367196	human384759
ImmGenATAC1219.peak_367209	human384767
ImmGenATAC1219.peak_367213	human384770
ImmGenATAC1219.peak_367214	human384771
ImmGenATAC1219.peak_367222	human384778
ImmGenATAC1219.peak_367232	human384796
ImmGenATAC1219.peak_367237	human384802
ImmGenATAC1219.peak_367240	human384804
ImmGenATAC1219.peak_367241	human384805
ImmGenATAC1219.peak_367242	human384813
ImmGenATAC1219.peak_367250	human384821
ImmGenATAC1219.peak_367254	human384825
ImmGenATAC1219.peak_367261	human384827
ImmGenATAC1219.peak_367263	human384828
ImmGenATAC1219.peak_367265	human384829
ImmGenATAC1219.peak_367271	human384832
ImmGenATAC1219.peak_367276	human384835
ImmGenATAC1219.peak_367278	human384840
ImmGenATAC1219.peak_367279	human384841
ImmGenATAC1219.peak_367280	human384842
ImmGenATAC1219.peak_367282	human384843
ImmGenATAC1219.peak_367283	human384847
ImmGenATAC1219.peak_367284	human384849
ImmGenATAC1219.peak_367290	human384852
ImmGenATAC1219.peak_367295	human384853
ImmGenATAC1219.peak_367296	human384854
ImmGenATAC1219.peak_367309	human384860
ImmGenATAC1219.peak_367311	human384862
ImmGenATAC1219.peak_367313	human384868
ImmGenATAC1219.peak_367317	human384870
ImmGenATAC1219.peak_367319	human384873
ImmGenATAC1219.peak_367321	human384874
ImmGenATAC1219.peak_367322	human384875
ImmGenATAC1219.peak_367325	human384877
ImmGenATAC1219.peak_367326	human384878
ImmGenATAC1219.peak_367333	human384883
ImmGenATAC1219.peak_367341	human384890
ImmGenATAC1219.peak_367351	human384894
ImmGenATAC1219.peak_367357	human384897
ImmGenATAC1219.peak_367358	human384898
ImmGenATAC1219.peak_367362	human384899
ImmGenATAC1219.peak_367363	human384901
ImmGenATAC1219.peak_367364	human384902
ImmGenATAC1219.peak_367366	human384907
ImmGenATAC1219.peak_367370	human384914
ImmGenATAC1219.peak_367373	human384915
ImmGenATAC1219.peak_367377	human384917
ImmGenATAC1219.peak_367380	human384922
ImmGenATAC1219.peak_367381	human384923
ImmGenATAC1219.peak_367382	human384924
ImmGenATAC1219.peak_367384	human384925
ImmGenATAC1219.peak_367385	human384926
ImmGenATAC1219.peak_367386	human384927
